State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min Price,Max Price,Modal Price,Commodity_Code,Date,Arrival Quantity
Maharashtra,Jalana,Bhokardan,Cotton,Other,FAQ,17/02/2016,4155,4260,4200,15,2016-02-17,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,17/02/2016,4200,4350,4300,15,2016-02-17,100
Maharashtra,Jalana,Bhokardan,Cotton,Other,FAQ,18/02/2016,4100,4250,4200,15,2016-02-18,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,18/02/2016,4200,4350,4200,15,2016-02-18,100
Maharashtra,Jalana,Bhokardan,Cotton,Other,FAQ,19/02/2016,4150,4275,4250,15,2016-02-19,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,19/02/2016,4350,4500,4400,15,2016-02-19,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,20/02/2016,4350,4500,4400,15,2016-02-20,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,21/02/2016,4300,4500,4500,15,2016-02-21,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,22/02/2016,4300,4500,4400,15,2016-02-22,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,23/02/2016,4300,4500,4400,15,2016-02-23,100
Maharashtra,Jalana,Bhokardan,Cotton,Other,FAQ,24/02/2016,4150,4280,4200,15,2016-02-24,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,24/02/2016,4400,4500,4450,15,2016-02-24,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,25/02/2016,4500,4600,4550,15,2016-02-25,100
Maharashtra,Jalana,Bhokardan,Cotton,Other,FAQ,25/02/2016,4150,4300,4200,15,2016-02-25,100
Maharashtra,Jalana,Bhokardan,Cotton,Other,FAQ,26/02/2016,4155,4280,4200,15,2016-02-26,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,26/02/2016,4300,4500,4400,15,2016-02-26,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,27/02/2016,4300,4500,4450,15,2016-02-27,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,28/02/2016,4300,4500,4450,15,2016-02-28,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,29/02/2016,4300,4500,4450,15,2016-02-29,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,01/03/2016,4300,4500,4500,15,2016-03-01,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,02/03/2016,4400,4600,4500,15,2016-03-02,100
Maharashtra,Jalana,Bhokardan,Cotton,Other,FAQ,02/03/2016,4150,4275,4200,15,2016-03-02,100
Maharashtra,Jalana,Bhokardan,Cotton,Other,FAQ,03/03/2016,4100,4250,4200,15,2016-03-03,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,03/03/2016,4400,4600,4500,15,2016-03-03,100
Maharashtra,Jalana,Bhokardan,Cotton,Other,FAQ,04/03/2016,4150,4300,4200,15,2016-03-04,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,04/03/2016,4600,4600,4600,15,2016-03-04,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,05/03/2016,4500,4500,4500,15,2016-03-05,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,06/03/2016,4300,4500,4450,15,2016-03-06,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,07/03/2016,4300,4500,4450,15,2016-03-07,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,08/03/2016,4300,4500,4400,15,2016-03-08,100
Maharashtra,Jalana,Bhokardan,Cotton,Other,FAQ,08/03/2016,4150,4350,4200,15,2016-03-08,100
Maharashtra,Jalana,Bhokardan,Cotton,Other,FAQ,09/03/2016,4150,4325,4250,15,2016-03-09,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,09/03/2016,4500,4600,4500,15,2016-03-09,100
Maharashtra,Jalana,Bhokardan,Cotton,Other,FAQ,10/03/2016,4150,4300,4200,15,2016-03-10,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,10/03/2016,4400,4550,4500,15,2016-03-10,100
Maharashtra,Jalana,Bhokardan,Cotton,Other,FAQ,11/03/2016,4170,4350,4250,15,2016-03-11,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,11/03/2016,4400,4500,4450,15,2016-03-11,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,12/03/2016,4400,4550,4500,15,2016-03-12,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,13/03/2016,4400,4600,4500,15,2016-03-13,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,14/03/2016,4400,4600,4550,15,2016-03-14,100
Maharashtra,Jalana,Bhokardan,Cotton,Other,FAQ,14/03/2016,4150,4300,4200,15,2016-03-14,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,15/03/2016,4400,4600,4500,15,2016-03-15,100
Maharashtra,Jalana,Bhokardan,Cotton,Other,FAQ,15/03/2016,4150,4450,4300,15,2016-03-15,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,16/03/2016,4500,4600,4550,15,2016-03-16,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,17/03/2016,4400,4600,4500,15,2016-03-17,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,18/03/2016,4400,4600,4500,15,2016-03-18,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,19/03/2016,4400,4600,4550,15,2016-03-19,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,20/03/2016,4400,4500,4450,15,2016-03-20,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,21/03/2016,4500,4600,4500,15,2016-03-21,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,22/03/2016,4450,4600,4500,15,2016-03-22,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,23/03/2016,4400,4600,4500,15,2016-03-23,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,24/03/2016,4500,4600,4500,15,2016-03-24,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,25/03/2016,4400,4600,4500,15,2016-03-25,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,26/03/2016,4500,4600,4500,15,2016-03-26,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,27/03/2016,4500,4600,4500,15,2016-03-27,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,28/03/2016,4600,4600,4600,15,2016-03-28,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,29/03/2016,4600,4600,4600,15,2016-03-29,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,30/03/2016,4500,4600,4500,15,2016-03-30,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,31/03/2016,4500,4650,4600,15,2016-03-31,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,21/04/2016,4550,4900,4850,15,2016-04-21,100
Maharashtra,Jalana,Ghansawangi,Cotton,Other,FAQ,19/10/2016,4300,4800,4500,15,2016-10-19,100
Maharashtra,Jalana,Ghansawangi,Cotton,Other,FAQ,26/10/2016,4700,4900,4800,15,2016-10-26,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,02/11/2016,4700,5100,5000,15,2016-11-02,100
Maharashtra,Jalana,Ghansawangi,Cotton,Other,FAQ,02/11/2016,4800,5000,4900,15,2016-11-02,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,04/11/2016,4700,4800,4750,15,2016-11-04,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,07/11/2016,5151,5151,5151,15,2016-11-07,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,09/11/2016,4800,4900,4850,15,2016-11-09,100
Maharashtra,Jalana,Ghansawangi,Cotton,Other,FAQ,09/11/2016,4700,4900,4800,15,2016-11-09,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,10/11/2016,4850,5000,4900,15,2016-11-10,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,10/11/2016,4700,4900,4850,15,2016-11-10,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,10/11/2016,4850,5000,4900,15,2016-11-10,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,11/11/2016,4800,4900,4800,15,2016-11-11,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,12/11/2016,4900,5050,5000,15,2016-11-12,100
Maharashtra,Jalana,Ghansawangi,Cotton,Other,FAQ,16/11/2016,4800,5000,4900,15,2016-11-16,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,18/11/2016,4800,4900,4800,15,2016-11-18,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,18/11/2016,5000,5100,5100,15,2016-11-18,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,19/11/2016,4873,5100,5000,15,2016-11-19,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,21/11/2016,4875,5100,5050,15,2016-11-21,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,22/11/2016,5100,5150,5100,15,2016-11-22,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,22/11/2016,5000,5150,5100,15,2016-11-22,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,22/11/2016,4950,5100,5050,15,2016-11-22,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,23/11/2016,5000,5100,5000,15,2016-11-23,100
Maharashtra,Jalana,Ghansawangi,Cotton,Other,FAQ,23/11/2016,4750,4900,4850,15,2016-11-23,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,23/11/2016,4900,5000,4900,15,2016-11-23,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,24/11/2016,4850,5000,4950,15,2016-11-24,100
Maharashtra,Jalana,Ghansawangi,Cotton,Other,FAQ,24/11/2016,4700,4900,4800,15,2016-11-24,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,24/11/2016,5000,5050,5000,15,2016-11-24,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,25/11/2016,4826,4854,4835,15,2016-11-25,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,25/11/2016,4900,5000,5000,15,2016-11-25,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,26/11/2016,4835,4900,4860,15,2016-11-26,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,26/11/2016,4900,5000,4900,15,2016-11-26,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,27/11/2016,4850,4950,4900,15,2016-11-27,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,28/11/2016,4900,4900,4900,15,2016-11-28,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,28/11/2016,338,5030,5000,15,2016-11-28,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,28/11/2016,4850,4950,4900,15,2016-11-28,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,28/11/2016,4900,5000,4900,15,2016-11-28,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,29/11/2016,4800,4900,4875,15,2016-11-29,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,30/11/2016,4900,5000,4950,15,2016-11-30,100
Maharashtra,Jalana,Ghansawangi,Cotton,Other,FAQ,30/11/2016,4700,4900,4800,15,2016-11-30,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,30/11/2016,4875,5000,4900,15,2016-11-30,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,30/11/2016,4900,5050,5000,15,2016-11-30,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,01/12/2016,4725,5030,5000,15,2016-12-01,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,01/12/2016,4850,5000,4900,15,2016-12-01,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,01/12/2016,4850,4900,4900,15,2016-12-01,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,01/12/2016,4800,4875,4840,15,2016-12-01,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,02/12/2016,4900,5000,4950,15,2016-12-02,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,02/12/2016,4900,5030,5000,15,2016-12-02,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,03/12/2016,4700,5000,4900,15,2016-12-03,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,03/12/2016,5000,5200,5100,15,2016-12-03,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,03/12/2016,4900,5050,5000,15,2016-12-03,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,04/12/2016,5000,5075,5025,15,2016-12-04,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,05/12/2016,4900,5050,5000,15,2016-12-05,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,05/12/2016,5000,5075,5025,15,2016-12-05,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,05/12/2016,4700,5000,4905,15,2016-12-05,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,05/12/2016,4850,5075,4900,15,2016-12-05,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,06/12/2016,5075,5130,5100,15,2016-12-06,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,06/12/2016,4900,5100,5000,15,2016-12-06,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,06/12/2016,4950,5100,5000,15,2016-12-06,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,07/12/2016,4825,5176,5150,15,2016-12-07,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,07/12/2016,4800,5100,4900,15,2016-12-07,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,07/12/2016,4950,5000,4950,15,2016-12-07,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,08/12/2016,4900,5100,5000,15,2016-12-08,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,08/12/2016,5000,5100,5050,15,2016-12-08,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,08/12/2016,4900,4975,4900,15,2016-12-08,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,08/12/2016,4900,5100,5000,15,2016-12-08,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,09/12/2016,4900,4975,4975,15,2016-12-09,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,09/12/2016,5000,5100,5050,15,2016-12-09,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,09/12/2016,4950,5050,5000,15,2016-12-09,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,10/12/2016,5045,5076,5050,15,2016-12-10,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,10/12/2016,4900,5025,5000,15,2016-12-10,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,10/12/2016,4800,4975,4900,15,2016-12-10,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,10/12/2016,4900,5050,5000,15,2016-12-10,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,12/12/2016,5000,5100,5050,15,2016-12-12,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,13/12/2016,5025,5071,5050,15,2016-12-13,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,13/12/2016,4650,5000,4920,15,2016-12-13,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,14/12/2016,4900,5025,5000,15,2016-12-14,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,14/12/2016,4870,5062,5050,15,2016-12-14,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,14/12/2016,4850,5000,4970,15,2016-12-14,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,15/12/2016,4900,5025,5000,15,2016-12-15,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,15/12/2016,4792,5077,5050,15,2016-12-15,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,16/12/2016,4900,5050,5000,15,2016-12-16,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,16/12/2016,4850,5050,5000,15,2016-12-16,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,16/12/2016,4650,4950,4825,15,2016-12-16,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,17/12/2016,4700,4950,4900,15,2016-12-17,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,17/12/2016,4900,5050,5000,15,2016-12-17,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,17/12/2016,5004,5038,5025,15,2016-12-17,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,18/12/2016,5000,5101,5050,15,2016-12-18,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,19/12/2016,4900,5100,5050,15,2016-12-19,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,19/12/2016,4982,5163,5100,15,2016-12-19,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,20/12/2016,4950,5080,5000,15,2016-12-20,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,20/12/2016,4960,5100,5050,15,2016-12-20,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,20/12/2016,4900,5100,5050,15,2016-12-20,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,21/12/2016,4650,5000,4950,15,2016-12-21,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,21/12/2016,4900,5100,5050,15,2016-12-21,100
Maharashtra,Jalana,Ghansawangi,Cotton,Other,FAQ,21/12/2016,4350,4500,4400,15,2016-12-21,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,21/12/2016,4981,5052,5000,15,2016-12-21,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,22/12/2016,4900,5075,5000,15,2016-12-22,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,22/12/2016,4700,5050,5000,15,2016-12-22,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,22/12/2016,4900,5052,5000,15,2016-12-22,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,23/12/2016,4990,5052,5000,15,2016-12-23,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,23/12/2016,4750,5017,5000,15,2016-12-23,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,24/12/2016,4900,5000,4900,15,2016-12-24,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,24/12/2016,5050,5100,5070,15,2016-12-24,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,24/12/2016,4925,5100,5000,15,2016-12-24,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,25/12/2016,4980,5100,5050,15,2016-12-25,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,26/12/2016,5000,5100,5050,15,2016-12-26,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,26/12/2016,4925,5050,4948,15,2016-12-26,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,27/12/2016,4900,5150,5050,15,2016-12-27,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,27/12/2016,5100,5152,5130,15,2016-12-27,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,27/12/2016,4900,5051,5000,15,2016-12-27,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,28/12/2016,4900,5150,5050,15,2016-12-28,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,28/12/2016,5040,5155,5122,15,2016-12-28,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,28/12/2016,5121,5155,5130,15,2016-12-28,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,29/12/2016,5000,5150,5100,15,2016-12-29,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,29/12/2016,4900,5151,5100,15,2016-12-29,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,30/12/2016,5000,5200,5100,15,2016-12-30,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,30/12/2016,5100,5150,5125,15,2016-12-30,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,31/12/2016,5100,5150,5100,15,2016-12-31,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,31/12/2016,5050,5130,5100,15,2016-12-31,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,31/12/2016,5000,5200,5150,15,2016-12-31,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,01/01/2017,5050,5200,5150,15,2017-01-01,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,02/01/2017,4900,5260,5150,15,2017-01-02,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,02/01/2017,5161,5325,5313,15,2017-01-02,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,02/01/2017,5100,5250,5225,15,2017-01-02,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,03/01/2017,5175,5300,5250,15,2017-01-03,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,03/01/2017,5000,5400,5211,15,2017-01-03,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,04/01/2017,5000,5500,5200,15,2017-01-04,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,04/01/2017,5200,5300,5275,15,2017-01-04,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,04/01/2017,5160,5250,5200,15,2017-01-04,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,05/01/2017,5250,5375,5350,15,2017-01-05,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,05/01/2017,5200,5350,5250,15,2017-01-05,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,05/01/2017,5250,5400,5360,15,2017-01-05,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,06/01/2017,5050,5400,5300,15,2017-01-06,100
Maharashtra,Jalana,Partur(Vatur),Cotton,Other,FAQ,06/01/2017,5050,5300,5200,15,2017-01-06,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,06/01/2017,5250,5400,5375,15,2017-01-06,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,06/01/2017,5371,5455,5450,15,2017-01-06,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,06/01/2017,5400,5486,5480,15,2017-01-06,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,07/01/2017,5400,5451,5445,15,2017-01-07,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,08/01/2017,5350,5500,5450,15,2017-01-08,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,09/01/2017,5200,5500,5500,15,2017-01-09,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,09/01/2017,5100,5450,5300,15,2017-01-09,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,09/01/2017,5325,5525,5500,15,2017-01-09,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,10/01/2017,5300,5500,5350,15,2017-01-10,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,10/01/2017,5175,5410,5365,15,2017-01-10,100
Maharashtra,Jalana,Partur(Vatur),Cotton,Other,FAQ,10/01/2017,5100,5450,5400,15,2017-01-10,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,10/01/2017,5360,5500,5400,15,2017-01-10,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,11/01/2017,5375,5425,5400,15,2017-01-11,100
Maharashtra,Jalana,Ghansawangi,Cotton,Other,FAQ,11/01/2017,4900,5000,4950,15,2017-01-11,100
Maharashtra,Jalana,Partur(Vatur),Cotton,Other,FAQ,11/01/2017,5050,5400,5300,15,2017-01-11,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,11/01/2017,5000,5400,5350,15,2017-01-11,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,11/01/2017,5100,5475,5390,15,2017-01-11,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,12/01/2017,5400,5500,5450,15,2017-01-12,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,12/01/2017,5300,5500,5400,15,2017-01-12,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,12/01/2017,5100,5500,5400,15,2017-01-12,100
Maharashtra,Jalana,Partur(Vatur),Cotton,Other,FAQ,12/01/2017,5100,5500,5400,15,2017-01-12,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,13/01/2017,5350,5510,5400,15,2017-01-13,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,13/01/2017,5375,5500,5450,15,2017-01-13,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,13/01/2017,5030,5550,5380,15,2017-01-13,100
Maharashtra,Jalana,Partur(Vatur),Cotton,Other,FAQ,13/01/2017,5100,5400,5300,15,2017-01-13,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,14/01/2017,5400,5600,5400,15,2017-01-14,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,14/01/2017,5400,5500,5400,15,2017-01-14,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,15/01/2017,5400,5500,5450,15,2017-01-15,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,16/01/2017,5400,5550,5500,15,2017-01-16,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,17/01/2017,5480,5525,5500,15,2017-01-17,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,17/01/2017,5200,5400,5350,15,2017-01-17,100
Maharashtra,Jalana,Partur(Vatur),Cotton,Other,FAQ,17/01/2017,5100,5350,5300,15,2017-01-17,100
Maharashtra,Jalana,Jalana,Cotton,Other,FAQ,17/01/2017,5400,5400,5400,15,2017-01-17,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,17/01/2017,5100,5400,5300,15,2017-01-17,100
Maharashtra,Jalana,Ghansawangi,Cotton,Other,FAQ,18/01/2017,4900,5100,5050,15,2017-01-18,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,18/01/2017,5425,5500,5450,15,2017-01-18,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,18/01/2017,5300,5400,5307,15,2017-01-18,100
Maharashtra,Jalana,Partur,Cotton,Other,FAQ,18/01/2017,5200,5400,5300,15,2017-01-18,100
Maharashtra,Jalana,Partur(Vatur),Cotton,Other,FAQ,18/01/2017,5200,5400,5300,15,2017-01-18,100
Maharashtra,Jalana,Jalna(Badnapur),Cotton,Other,FAQ,19/01/2017,5300,5450,5400,15,2017-01-19,100
Maharashtra,Jalana,Partur(Vatur),Cotton,Other,FAQ,24/01/2017,5520,5600,5540,15,2017-01-24,100
Maharashtra,Jalana,Mantha,Cotton,Desi,FAQ,24/01/2017,5450,5575,5550,15,2017-01-24,100
